title,user_name,rating,review_text
Bukit Asah Bali - Tempat Camping di Bali,Yus Harianto,5.0,"*Tracking to Cisadane Waterfall*
27 December 2023

Jarak tempuh atau track menuju ke Curug Cisadane berjarak sekitar 10  kilometer dari tempat parkir motor dan hanya bisa di tempuh dengan berjalan kaki sekitar 2-3 jam.

Keindahan Curug Cisadane dan tracking yang dilalui melalui hutan-hutan tropis yang benar-benar masih asri.

Buat yang belum pernah sama sekali datang kesini atau bagi yang penasaran mau kesini lebih baik dan lebih aman lagi pakai jasa guide dan stamina kuat karena harus berjalan kaki sampai Curug Cisadane."
Bungursari Lake Park,Diana Rose,5.0,"Tempatnya asik, tracknya santai, suasananya dapat karena melewati perkebunan, sawah & sungai.

Tiket masuk 5k
Parkir motor 3k
Bagi yang motor menginap tarik 5k."
Situs DuplangKamal,Lussy Andri,5.0,berangkat dari bogor melalui cigombong. suasana nya masih asri tapi jalurnya masih terbilang berat apabila menuju curugnya dan hrs melewati beberapa aliran sungai yg deras tidak recomend bagi pemula. apalagi kalo cuaca tdk bersahabat sangat licin dan banyak lintah tapi bagi jiwa adventure silahkan di coba dan anda dikenakan biaya masuk sekitar 25 ribu dan tidak ada salahnya pakai guide namanya inu. guidenya sangat membantu
Desa Wisata Edukasi Cisaat ᮓᮦᮞ ᮝᮤᮞᮒ ᮆᮓᮥᮊᮞᮤ ᮎᮤᮞᮃᮒ᮪,Kukuh Cakra D,5.0,Tempat yang bagus untuk camping dan bermain di hulu sungai cisadane. Cuaca tidak dingin. Kalau di malam hari hanya sampai 16°. Terdapat bukit untuk belajar mendaki.
Mother's eyes travel Aer Arosbaya,Abu Yasit,5.0,"Tempat untuk menikmati alam dengan suasana pedesaan yang asri.
Tempat ini bersebelahan dengan taman nasional gunung gede pangrango.
Akses untuk mencapai ke kampung ciwaluh dari villa liddo dapat menggunakan ojek yang mangkal disekitaran villa liddo. Membutuhkan waktu sekitar 20 menit untuk mencapai kampung ciwaluh.

Di Kampung Wisata Ciwaluh kamu akan dimanjakan dengan adanya air terjun, sungai yang bersih, penduduk yang ramah"
Desa Wisata Saung Ciburial,Jundi Azzam Firdaus,4.0,"Kampung nya enak: adem, hijau dengan persawahan di kontur lembah. Di tengah kampung di belah dengan sungai yang air nya jernih sekali. Utk yang pakai mobil lebih baik parkir di sebelum turunan (dekat kantor hutan bedogol) karena di bawah susah parkir dan tanjakan parah. Kalau motor bisa parkir di bawah"
Lumintang Park,Arnet Hugo,5.0,"Kampung yang dikelola secara swadaya oleh masyarakat, dengan wahana utama air terjun, aliran sungai dan terasering sawah cocok buat melepas lelah merasakan asrinya perkampungan dengan udara yang segar dan bebass main air sungai yang bersih dan dingiiin. Anak saya suka banget, karena dikota nggak ada yang begini. Walopun fasilitas masih minim tapi dengan tiket yang murah lumayanlah.
Semoga bisa dikelola lebih baik lagi dengan fasilitas standar yang bisa bikin nyaman para pengunjung."
Situs DuplangKamal,Rio Putra,5.0,"Tempat nya serem deh yaa. Waktu kesana pengujung nya cuma kita doang berdua.

Baru 5 menit duduk dekat air terjun udah merinding disko.

Akhirnya nongkrong pinggir sungai deh sambil mancing ala tanago hehe

Akses untuk mobil belum ada yah sepertinya"
Lumintang Park,MR Ilman Huda,1.0,"Wisata murah meriah yang terletak di perbatasan antara kab. Sukabumi dan Kab. Bogor tepatnya di desa Ciwaluh. Wisata yang dikelola pemdes tersebut menyajikan keasrian alam sungai, pesawahan, air terjun. Untuk sampai di lokasi lebih baik menggunakan kendaraan roda 2, karena parkir roda 4 lumayan jauh utk sampai di lokasi dengan perjalanan jalan kaki kurang lebih 45 menit dengan jalur menanjak.
6 tahun lalu air sungai masih jernih, kemarin pas kesana air sdh mulai lumayan berwarna karena mungkin sedang musim hujan."
Hutan Kertas,TukanG NgaLadoG,5.0,"INFO PENTING BUAT YANG BERKUNJUNG KE DESA WISATA CIWALUH, MOHON UNTUK PERBAIKI DALAM SEGI GOOGLE MAPSNYA KHUSUS UNTUK PENGENDARA RODA EMPAT!!! SAYA SELAKU WARGA KP. LENGKONG SEBELUM DESA WISATA CIWALUH YANG SERING KENA LALU LALANG PENGENDARA RODA EMPAT NGERASA DI RUGIKAN, BUKAN HANYA SEKALI DUA KALI, SAYA MEMAKLUMI KEPADA WISATAWAN YANG GAK TAU RUTE JALANNYA APALAGI PERTAMA KALINYA, MOHON!! UNTUK PENGELOLA DESA WISATA CIWALUH PERBAIKI DARI GOOGLE MAPSNYA TERLEBIH DAHULU JANGAN SAMPAI MERUGIKAN WARGA SEKITAR KP. LENGKONG JUGA, TERMASUK RUMAH SAYA!! PAGAR RUMAH SAMPAI PENYOK, GENTENG RUMAH SAMPAI JATOH KARENA TERKENA SUNDULAN MOBIL YANG BERWISATA (BUKAN MOBIL WARGA SEKITAR, KARENA MOBIL WARGA SEKITAR TAU CARA NYA DAN RUTENYA) SEDANGKAN MOBIL WISATA YANG GAK TAU UKURAN JALAN APALAGI RUTENYA SAMPE BENYOK KENA RUMAH WARGA, BODY MOBILNYA PUN BARET BARET, DAN LECET KARENA TERBENTUR TEMBOK RUMAH BUKAN HANYA MERUGIKAN WARGA SEKITAR TAPI MERUGIKAN PARAWISATAWAN JUGA, MASIH MENDING MINTA MAAF, INI MAH MINTA MAAF KAGA, APALAGI GANTI RUGI,SEKALINYA DI OMONGIN KE YANG PUNYA WISATA MALAH CENGENGESAN DOANG KAGA PUNYA ETIKA SAMA SEKALI, MINIMAL HARGAI BROO,DAN MIKIRRRR LAH JANGAN SEENAKNYA BEGITU LAMA KELAMAAN MAH GEDEK TIAP BULANNYA ADA AJA GENTENG JATOH KE BAWAH KARENA MOBIL WISATAWAN NYERUNDUK, YAAA KALIAN YANG PUNYA WISATA KAGA BAKALAN TAU KALO MOBIL WISATAWAN SERING DI BABLASIN KE UJUNG KARENA MENGIKUTI GOOGLE MAPS YANG KAGA BENER, BIKIN RUGI RUMAH WARGA AJA,SEKALINYA DI TEGOR KAYA ORANG YANG KAGA PUNYA DOSA. INI KHUSUS YANG MENGGUNAKAN KENDARAAN RODA EMPAT MENDING MIKIR MIKIR TERLEBIH DAHULU ATAU GAK MINTA ARAHAN LANGSUNG KE YANG PUNYA WISATA LEBIH AMAIN JANGAN MENTANG MENTANG ADA GOOGLE MAPS SELONONG AJA PADAHAL KAGA TAU RUTE YANG SEBENARNYA GIMANA, KALO PAKE KENDARAAN RODA DUA MASIH AMAN GAK GANGGU SAMA SEKALI, LEBIH ENAK BISA LANGSUNG SAMPE PARKIRAN YANG PUNYA WISATANYA,

NOTEEEEE KHUSUS PENGENDARA RODA EMPAT!!! BUATT YANG SERING PARKIR SEMBARANGAN DAN MAUNYA PENGEN DI TEDUHIN DI RUMAH WARGA, JANGAN SEENAKNYA YAAA APALAGI DITINGGAL SEMALEMAN, SAYA MEWAKILKAN RUMAH WARGA SEKITARAN PARKIRAN DAN UJUNG DARI JALAN MOBIL, BANYAK KELUH KESAH WARGA TERHADAP YANG PUNYA WISATA NAMUN MEREKA ENGGAN UNTUK BERBICARA LANGSUNG, MAKA DARI ITU SAYA MEWAKILKAN  SEMUANYA!
MOHON MAAF DENGAN KETIDAK NYAMANANNYA, DAN SELAMAT MENIKMATI PEMANDANGAN DESA WISATA CIWALUH,, SALAM HORMAT DARI WARGA SEKITAR DESA WISATA CIWALUH 🙏🙌"
Batu Tumpang,yuda pura,5.0,TAMAN DAYU PANDAAN PASURYuANm WISATA GOLF RENANG JALAN  PAGI  BREAKFAS LUNCH DINNER DANSA MENARI MENYANYI KEMESRAAN WHITNEY HOUSTON AFGAN SYAH REZA RAISA ROSSA ARIEL NOAH BCL MAIA ESTIANTY JUDIKA ANANG HERMANSYAH ASHANTY
Telaga Batu,Abu Yasit,5.0,"Masih asri banget,sungai nya juga bersihhhh banget di jaga oleh harganya,kampung nya pun bersih,Sering kerja ke sini dan rasanya bukan kerja berasa liburan,sejauh mata memandang indah banget tempat nya"
Wisata Religi Sunan Giri,Fachrurrazie Yusoef,5.0,sangat natural untuk tracking dan liburan keluarga
Pantai Jumiang,oxthonk kumbara212,5.0,"Tempatnya keren, jalanya bagus, saran jgn bawa kendaraan roda 4 utk berkunjung kesini, jalannya sempit, naik turun, ada tempat utk river tubing, jajanan standart lah harganya"
Batu Tumpang,Imam Pratiknjo,5.0,"Kampung wisata ciwaluh termasuk dalam administrasi kecamatan Cigombong Kabupaten Bogor .. kawasan ini terletak berbatasan dengan Taman Nasional Gunung Gede Pangrango dan berbatasan langsung dengan kawasan pribadi/milik perusahaan seperti perencanaan Disney land ..

Kawasan ini memiliki sumberdaya alam yang melimpah seperti bukit bukit , mata air dan hulu sungai Cisadane, habitat elang Jawa, habitat Owa Jawa, dan berbagai hewan lainnya

Selain itu paket wisata seperti camping ground, water treking, dan bebebrapa air terjun dari skala sedang hingga tinggi 30 meter lebih ... Waw kan

Nah kebetulan saya berkesempatan ke kawasan yg indah tersebut dalam acara #coffecamp yg diadakan kedai kopitalis Coffee shop yg lokasi kedainya di Dramaga bekerjasama dengan plankton outdoor tempat penyewaan alat outdoor tokonya di Cibanteng .. seru bgt deh"
Taman Waduk Pluit,Theophilus Merta Adnyana,4.0,Tempatnya bagus dan bikin ngangenin sambil santai ngopi di pinggir sungai
Cilember Waterfall,anugerah pratama,5.0,"Kampungnya sudah bagus dan ditata dijadikan objek wisata, untuk akses ke TKP sudah cukup bagus walau kalau malam lumayan gelap. Dan untuk wahana bermain air di sungai (River Tubing) alangkah bagusnya kalo bebatuannya ditata lebih baik lagi agar tidak terjadi selip saat melewati jeram dan kalo bisa untuk wahana bermain air di sungai disediakan pelampung untuk pengunjung sebagai safety nya.."
Arema Blue Village,Jundi Azzam Firdaus,4.0,"Tempatnya masih alami, aliran sungainya masih jernih bersih, karena hulu nya sungai cisadane."
Jembatan Gantung Situ Gunung 555,yuda pura,5.0,"HTM Camping 15k/org
Motor 5k/mlm

Kampung ciwaluh akses terakhir menuju Curug Cisadane.

Video singkat bisa cek ig @ade.barkah16"
Taman Gladak Anyar,oxthonk kumbara212,5.0,"Kesini karna mau kecurug cisadane, warganya ramah2.

Untik review curugnya, 12 orang dengan 8 wanita memakan waktu 4jam setengah perjalanan dri kampung wisata ke curugnya, WAJIB dateng pagi kalau bisa jam 7 sudah di sini.

Untuk curug WORTH bgt sekali seumur hidup"
Obyek Wisata Pacalan Paninggaran,Mohammad Anom,5.0,Jalur menuju curug Cisadane sangat menarik untuk dinikmati
Desa Wisata Edukasi Cisaat ᮓᮦᮞ ᮝᮤᮞᮒ ᮆᮓᮥᮊᮞᮤ ᮎᮤᮞᮃᮒ᮪,Purwadhi Purwadhi,5.0,"Taman Pandang Istana adalah ruang terbuka hijau yang terletak di sisi barat laut Monumen Nasional (Monas), Jakarta Pusat. Dinamakan demikian karena posisinya yang menghadap langsung ke Istana Kepresidenan.
Taman ini memiliki beberapa tujuan utama:
* Ruang untuk menyampaikan aspirasi: Awalnya, taman ini diberi nama Taman Aspirasi karena memang dirancang sebagai wadah bagi masyarakat untuk menyampaikan aspirasi atau melakukan unjuk rasa secara tertib.
* Sarana edukasi, seni, dan kreasi: Taman ini juga berfungsi sebagai tempat untuk kegiatan kreatif dan kolaboratif. Ada berbagai instalasi seni, tipografi, dan mural yang menampilkan kutipan inspiratif dari tokoh-tokoh nasional.
* Ruang publik estetis: Pembangunan taman ini bertujuan meningkatkan nilai estetika ruang publik. Dilengkapi dengan dekorasi warna-warni, hiasan rajutan di pohon, dan lampion, taman ini menjadi tempat yang menarik untuk bersantai dan berfoto.
Dengan adanya Taman Pandang Istana, masyarakat memiliki ruang yang kondusif untuk berunjuk rasa dan juga menikmati area publik yang nyaman dan artistik."
Wisata Kali Cemplong,Lussy Andri,5.0,Nongkrong rame2 tengah malam disini sambil menikmati kedalai dan kacang godok.. asik.. jangan sekali - kali mendekat ke istana merdeka kalau sudah diatas jam 10 malam.. pasti di teriakin petugas yg jaga suruh pergi..hahhahha.
Exotic Mengare,Syamsul Alim,5.0,Spot mengikuti upacara 17 agustusan di luar istana bagi masyarakat umum
Ngopibareng Pintulangit | THE PINTULANGIT RESORT,Mohammad Anom,5.0,Tempat pas nonton pesta rakyat kemerdekaan
Wisata Air Taman Prestasi,Rachmi Pramono,5.0,"Taman kecil yang terletak tepat di depan Istana Merdeka. Tempatnya bersih, cukup terawat, dan sering jadi lokasi berkumpul atau menyampaikan aspirasi. Cocok untuk duduk santai, menikmati suasana kota, atau sekadar foto-foto. Ada spot mural dan beberapa bangku untuk duduk."
Avalokitesvara Buddhist Temple,Panjul King,5.0,"""Yang hilang menjadi katalis
Disetiap kamis
Nyali Berlapis
Marah kami
Senyala api
Di depan istana berdiri""
Jingga, Efek Rumah Kaca (2015)"
Bungursari Lake Park,Yus Harianto,3.0,"tempat terbaik untuk bersenang senang bersama dengan teman teman saya, teman teman saya begitu menyukai tentang sebuah istana, saya diajak oleh teman teman saya untuk bersenang senang ke sana dan saya sangatlah menyukai tempat terbaik itu yang begitu luar biasa."
Air Terjun Kali Pedati,Ryan Almer,4.0,Ke taman pandang Monas tgl 20 Oktober kemarin pas pelantikan presiden Prabowo. Nonton konser dewa 19 gratis
Ekowisata Mangrove Lembung,oxthonk kumbara212,5.0,"Terlalu rimbun pepohonannya, tiang lampu jalan, tiang listrik dll, jadi kurang sesuai namanya sih, jdi kurang jelas saat memandang istana, harusnya namanya, jangan TAMAN PANDANG ISTANA, tapi TAMAN DUDUK DEPAN MONAS SEBRANG ISTANA 😂,"
Bukit Sewu Sambang,Abas Ade,5.0,"Yaa sesuai nama kan? Taman, spot sebelum masuk ke gerbang area monas."
Wisata Gili Labak,Slamet Nur,5.0,"Disini bisa duduk - duduk santai, ngopi (ada yg jual), lihat Monas, Istana Negara, dan macetnya Jakarta. Selain itu, ga banyak fasilitas - fasilitas lain."
Wisata Bukit Kehi,Purwadhi Purwadhi,5.0,Klo lagi ada Acara di monas jajanan nya lumayan enak
Puncak Wanagiri,NONNA NONIK,5.0,Alamat Lebih mudah di temukan oleh driver
Situ Cihaniwung,MR Ilman Huda,4.0,"udah mending sih, pengamennya juga jarang, jukirnya doang yg masih banyak
kita uda parkir lama, tiba2 pas mau keluar ada jukirnya, aneh.
uda starilingnya ngasih harga ga kira2🤣🤣🤣"
Telaga Batu,VICKY DANANG HARDIANSYAH,5.0,Taman untuk menyampaikan aspirasi karena sering banyak demo disini. Depan istana negara monas dan jalan merdeka barat
Taman Langit Gunung Banyak,Mohammad Anom,3.0,"Tempat rekreasi murah meriah
Tapi sayang toiletnya cuma ada 1 lokasi.
Jadi antrinya banget2 apa lagi toilet wanita"
Leuwi Hejo,anugerah pratama,5.0,"Lumayan bagus tapi nama gusdur jangan di injak, itu presiden tahun tahun lalu"
Air Terjun Kali Pedati,anugerah pratama,5.0,Tempat dimana ratusan aksi gk prnh di dengar
Pantai Pathek Situbondo,VICKY DANANG HARDIANSYAH,5.0,Menabjubkan dimana lapangan yg begitu luas denga satu monumen yang tinggi berpucuk emas dan di kelilingi gedung kedinasan negara
Tretes Wisata Alam,Efrain Apriwanto Rerung,5.0,"Titik jemput transportasi online, aneka jajanan"
DESA WISATA PINGE,MasRul Channel,5.0,"Tempat ini tepat berada di depan salah satu pintu masuk Monas, untuk extrovert tempat ini adalah tempat yg cukup menyenangkan, terlepas dari rasa panas, tempat ini cukup strategis sebagai tempat untuk sekedar duduk sembari menunggu grab atau kendaraan umum lain. Tidak perlu merasa cemas takut haus, karna begitu duduk , maka kita akan di hampiri pedagang asongan untuk menawari jualannya seperti air mineral, pop mie, atau bahkan ganci Monas, juga tak jarang ada penjual baju bergambar Monas."
Wisata Hutan Pinus Batu Nyongclo,Abu Yasit,3.0,Adeeh jauh2 datang ee rupanya Monas di tutup Karana ada Paus Fransiskus  ke Indonesia
Leuwi Hejo,Mohammad Anom,3.0,Menunggu grab disini sambil memandang istana... 🥰
Wisata Alam Somber Rajeh,Dapur Khanza,3.0,"Sayang banget cuma dari jauh. Di luar pagarada penjaga yang berdiri di dalam bangunan, kaya poatrol cuma muat untuk satu orang. Lucu, liyatnya penketawa wkkw"
Wiken Wisata Kampung Enem,oxthonk kumbara212,5.0,Cukup bisa merepresentasikan icon Indonesia..namun lokasi ini tll jauh seperti layaknya kita foto2 di istana Bogor jd beuttttt hasilnya.. perlu juga ada patung Garuda Pancasila utk melengkapi istana supaya terasa Indonesia bingitttt
Bukit Sewu Sambang,Fer sam,5.0,"Bagus, tapi berbau kotoran"
Mangrove Karangkiring,Dapur Khanza,5.0,tempatnya nyaman.. strategis dekat monas
Bunut Bolong,Suci Oktavia,4.0,Sangat cocok untuk bersantai bersama pasangan atau keluarga
Taman Waduk Pluit,Ryan Almer,5.0,"Keren banget pemandangannya, sejuk dan citylight pas malem kacau abiess"
Ekowisata Mangrove Lembung,Dapur Khanza,5.0,Untuk fasilitas seperti icon untuk foto2 nya kurang baik seperti tidak di rawat. Tapi untuk view keren banget cukup duduk di gazebo ini..
Situs Giri Kedaton & Makam Raden Supeno,Abas Ade,4.0,"Baru tadi kesini tapi sudah terbengkalai sayang sekali padahal bagus banget , dan indah banget alam nya luar biasa tapi kenapa tidak di urus lagi , arus di rawat lagi wisata kaya gini min"
Wisata Pantai Talang Siring Pamekasan,NONNA NONIK,5.0,"kesini tgl 26 Des 2024 kemarin,pas datang lagi hujan angin,tanya2 klo naik ojeg pp sd ke hutan mati 140rb,mending ngedaki krn jalannya juga ramah utk pemula,nyampe puncak di sekitar 2 jam,sudah mulai kabut di hutan mati dan anginnya super kenceng..next hrs lebih pagi klo msu kelajah ke semua pos,recommendedlah buat beginer climber😊"
Bukit Sewu Sambang,Wahyu Widiastuti,2.0,"Positif: - angin sepoi² - ada taman baru - banyak tempat istirahat - live music

Negatif: - harga tiket masuk & harga tiket parkir sama harus nya beda -tempat poto tidak terawat - rumput banyak belum di bersihkan - ada asep - tempat poto balon udara, balon nya gaada:v - beli es malah gak bersih.. Kotor"
Air Terjun Kali Pedati,Purwadhi Purwadhi,4.0,Lokasi yg bagus mungkin bisa digunakan untuk lokasi prewed..  Kekuranganny akses jalan besar perlu perbaikan karena butuh skill dengan kondisi jalan nanjak namun berkerikil..  Lebih aman klo sudah dibeton tapi lokasi penataan sudah cukup baik sudah ada track untuk berjalan tinggal perawatan serta perbaikan fasilitas..
Wisata Mangrove Kedatim,Slamet Nur,5.0,"Lokasi gak terlalu jauh dari kota. Ada tempat parkir untuk mobil dan motor yang lumayan luas.  Sebelum masuk lokasi,  ada warung-warung yang jualan kopi, indomie,  nasi liwet,  kelapa muda dll.
Retribusi masuk Rp 3.000,- perorang.
Untuk yang suka foto,  disini lumayan ok dengan biaya masuk yang terjangkau bisa menikmati pemadangan yang indah dari atas. Bagusnya kesini itu sore pada saat matahari terbenam untuk hasil foto yang keren. Sayangnya tempat ini banyak sampah. Ada beberapa tempat sepertinya bekas bakaran,  jadi masih ada sisa bekas bakaran yang hitam. Mungkin dikarenakan biaya retribusi yang terbilang murah makanya gak kurang penjagaan kebersihan.
Di dalam bukan hanya ada tempat untuk foto tetapi ada tempat makan juga.  Pengunjung bisa makan di saung yang ada disana."
Kampung Wisata Ciwaluh,Rachmi Pramono,5.0,"Pemandangan sangat indah dan udara juga sangat sejuk. Pejalan ke sana tidak terlalu sulit, hanya jalan sedikit menyempit saat belikan ke arah Karang Para.

Karang Para sepertinya belum dikelola oleh pemerintah. Karena tiket masuk yang menjaga masih warga sekitar tanpa seragam.

Ada beberapa sampah yang dibuang sembarang di lokasi. Saya harap, disediakan tempat sampah yang memiliki visualisasi sesuai dengan keadaan alam, sehingga tidak merusak pemandangan. Saya rasa, Karang Para tidak perlu dibuatkan spot foto alay berbentuk hati untuk menarik pengunjung. Karena beberapa traveler mulai muak dengan hiasan demikian yang malah merusak karena tidak nyambung dengan wisata alam yang ditawarkan.

Selain itu, semoga terdapat penjaga yang memastikan agar para pengunjung maupun pegawai tidak merokok di daerah wisata. Hal itu sangat mengganggu."
